"X1","X2","X3","X4","X5","Y"
4.38178046004133,44.7225,19,45.9925,733.6,4.0943445622221
4.38178046004133,44.6266666666667,18.9266666666667,45.89,733.7,3.91202300542815
4.38178046004133,44.59,18.89,45.7233333333333,733.8,3.91202300542815
4.38178046004133,44.53,18.89,45.53,733.9,4.0943445622221
4.38178046004133,44.5,18.89,45.73,734,3.91202300542815
4.38178046004133,44.5,18.89,45.79,734.1,4.0943445622221
4.38178046004133,44.5,18.89,45.8633333333333,734.166666666667,4.0943445622221
4.38178046004133,44.4333333333333,18.89,45.79,734.233333333333,4.0943445622221
4.38520238985614,44.4,18.89,46.0966666666667,734.3,4.24849524204936
4.39962119581524,44.4,18.89,46.43,734.366666666667,5.4380793089232
4.40756924695083,44.4,19,46.43,734.433333333333,6.36302810354046
4.42342250600897,44.4,19,46.3633333333333,734.5,6.06378520868761
4.44184646290256,45.1,19,47.2233333333333,734.616666666667,5.52146091786225
4.45608198608,45.8333333333333,19,48.6966666666667,734.733333333333,4.60517018598809
4.47586118342977,46.7566666666667,19,48.49,734.85,4.60517018598809
4.4907311951025,47.2233333333333,18.9266666666667,48.1566666666667,734.966666666667,4.49980967033027
4.49444101084885,47.0566666666667,18.89,47.9633333333333,735.083333333333,4.24849524204936
4.49444101084885,46.33,18.9633333333333,48.63,735.2,4.38202663467388
4.49444101084885,46.0266666666667,19.0333333333333,49.5,735.233333333333,4.9416424226093
4.49444101084885,45.7225,19.175,49.9475,735.266666666667,4.78749174278205
4.50111097397076,45.53,19.26,49.6966666666667,735.3,5.24702407216049
4.50444225182208,45.2233333333333,19.3233333333333,49.1666666666667,735.333333333333,4.70048036579242
4.51183628544595,44.9633333333333,19.39,48.4266666666667,735.366666666667,4.70048036579242
4.51958700178088,44.76,19.39,48.1933333333333,735.4,4.70048036579242
4.52769256906871,44.76,19.39,47.8,735.466666666667,4.70048036579242
4.53137212479104,45.09,19.39,47.56,735.533333333333,4.60517018598809
4.54606056566196,45.1633333333333,19.39,47.5,735.6,4.60517018598809
4.54972526643093,45.06,19.4266666666667,47.9933333333333,735.666666666667,4.60517018598809
4.54972526643093,44.9333333333333,19.5666666666667,48.4666666666667,735.733333333333,4.60517018598809
4.5596052460712,44.6333333333333,19.6666666666667,48.0933333333333,735.8,4.70048036579242
4.5596052460712,44.36,19.6,47.5,735.883333333333,5.99146454710798
4.57055795281058,44.2233333333333,19.6966666666667,47.6266666666667,735.966666666667,5.99146454710798
4.57857328578819,43.9633333333333,20.0966666666667,47.5666666666667,736.05,5.96614673912369
4.58257569495584,43.8333333333333,20.5966666666667,47.2233333333333,736.133333333333,5.48063892334199
4.58257569495584,43.7,20.9966666666667,47.03,736.216666666667,4.0943445622221
4.58257569495584,43.59,21.1666666666667,46.5266666666667,736.3,4.0943445622221
4.58257569495584,43.59,21.0333333333333,46.4,736.4,4.0943445622221
4.58257569495584,43.7,20.9633333333333,46.4333333333333,736.5,3.91202300542815
4.57456737480898,43.76,20.865,46.5675,736.6,4.24849524204936
4.57055795281058,43.845,20.73,46.59,736.7,4.0943445622221
4.5596052460712,43.79,20.7,46.79,736.8,3.68887945411394
4.5596052460712,43.8633333333333,20.6333333333333,46.79,736.9,3.68887945411394
4.54972526643093,44,20.5666666666667,46.9333333333333,737,3.40119738166216
4.54239290829551,44,20.5,47.1333333333333,737.1,3.68887945411394
4.53872228716409,44.03,20.5,47.23,737.2,3.91202300542815
4.53872228716409,44.09,20.4266666666667,47.23,737.3,5.73657229747919
4.52769256906871,44.1266666666667,20.46,47.36,737.4,5.94017125272043
4.52769256906871,44.2,20.7933333333333,47.56,737.5,5.94017125272043
4.51552876195025,44.2,21.2633333333333,47.4666666666667,737.633333333333,5.91350300563827
4.51552876195025,44.26,21.5966666666667,47.4,737.766666666667,4.78749174278205
4.50444225182208,44.29,21.89,46.9666666666667,737.9,3.91202300542815
4.4977772288098,44.29,21.8233333333333,46.2266666666667,738.033333333333,3.68887945411394
4.49444101084885,44.4,21.6666666666667,46.06,738.166666666667,3.91202300542815
4.49444101084885,44.4666666666667,21.5333333333333,45.9333333333333,738.3,3.68887945411394
4.48330235429198,44.53,21.3566666666667,45.9,738.4,3.91202300542815
4.48330235429198,44.59,21.23,45.9,738.5,3.91202300542815
4.47213595499958,44.4333333333333,21.0666666666667,45.9,738.6,3.91202300542815
4.47213595499958,44.5,20.9266666666667,45.9,738.7,3.68887945411394
4.47213595499958,44.5,20.745,45.9,738.8,3.68887945411394
4.45982062419555,44.59,20.6666666666667,46,738.9,3.40119738166216
4.45234020862437,44.53,20.5333333333333,46,739.016666666667,2.99573227355399
4.44859528390704,44.53,20.39,46.03,739.133333333333,2.99573227355399
4.44859528390704,44.53,20.39,46.1633333333333,739.25,3.68887945411394
4.44522215417857,44.59,20.29,46.2,739.366666666667,3.91202300542815
4.43846820423443,44.59,20.23,46.26,739.483333333333,3.91202300542815
4.43846820423443,44.7,20.1,46.29,739.6,3.68887945411394
4.43095174125529,44.6266666666667,20.0333333333333,46.29,739.65,3.91202300542815
4.42718872423573,44.59,20,46.4,739.7,3.68887945411394
4.42718872423573,44.59,19.9266666666667,46.4666666666667,739.75,3.68887945411394
4.42342250600897,44.7,19.8566666666667,46.4666666666667,739.8,3.68887945411394
4.41588043316392,44.7,19.79,46.4666666666667,739.85,4.0943445622221
4.41588043316392,44.79,19.76,46.59,739.9,3.91202300542815
4.40756924695083,44.73,19.7,46.6633333333333,739.966666666667,3.91202300542815
4.4034077712608,44.73,19.6666666666667,46.6633333333333,740.033333333333,3.68887945411394
4.4034077712608,44.79,19.6,46.59,740.1,3.68887945411394
4.4034077712608,44.79,19.6,46.6266666666667,740.166666666667,3.68887945411394
4.4034077712608,44.79,19.6,46.7,740.233333333333,3.68887945411394
4.39203825119955,44.9,19.5,46.7,740.3,3.91202300542815
4.39203825119955,44.925,19.5,46.7,740.433333333333,4.24849524204936
4.39203825119955,45,19.4266666666667,46.7,740.566666666667,3.68887945411394
4.39203825119955,45.1266666666667,19.39,46.7,740.7,3.40119738166216
4.38383393846072,45.2,19.39,46.7,740.833333333333,2.99573227355399
4.38178046004133,45.245,19.29,46.79,740.966666666667,3.40119738166216
4.38178046004133,45.3633333333333,19.29,46.79,741.1,3.68887945411394
4.38178046004133,45.4,19.29,46.79,741.216666666667,3.91202300542815
4.38178046004133,45.3266666666667,19.29,46.5966666666667,741.333333333333,4.0943445622221
4.37892680916226,45.195,19.26,46.2966666666667,741.45,4.0943445622221
4.37035467668243,45.03,19.2,46.09,741.566666666667,4.24849524204936
4.37035467668243,45,19.1666666666667,45.9666666666667,741.683333333333,4.0943445622221
4.37035467668243,45,19.1666666666667,45.9,741.8,4.9416424226093
4.36653943835009,45.06,19.2,45.76,741.883333333333,4.70048036579242
4.36144726234563,45.0444444444444,19.2,45.6266666666667,741.966666666667,4.49980967033027
4.37035467668243,45.2,19.1,45.5266666666667,742.05,4.0943445622221
4.36272086355904,45.1266666666667,19.1,45.4,742.133333333333,4.0943445622221
4.35889894354067,45.09,19.1,45.3633333333333,742.216666666667,4.0943445622221
4.35889894354067,45.03,19.1,45.23,742.3,3.91202300542815
4.35889894354067,44.9666666666667,19.1,45.09,742.383333333333,4.0943445622221
4.35889894354067,44.8266666666667,19.1,44.9666666666667,742.466666666667,3.91202300542815
