"X1" "X2" "X3" "X4" "X5" "X6"
"1" 0.845105237258285 20.7 33.8333333333333 22.89 32.9 764.7
"2" 0.243660399296495 16.2 43.9666666666667 15.19 43.26 769.933333333333
"3" 0.555176938004457 19.1 38.1633333333333 20.29 35.79 751
"4" 0.879425916009969 20.8566666666667 33.3333333333333 20.89 34.5 756.375
"5" 0.883724191008992 19.5333333333333 39.0266666666667 19.5 37.1725 755.2
"6" 0.536570084156528 19.73 37.1266666666667 20.29 36.59 756.066666666667
"7" 0.16629495982971 18.2 41.59 19.2 38.2 759.6
"8" 0.904336039266481 18.89 38.9333333333333 21.79 33.4333333333333 766.7
"9" 0.898003805375761 22.1333333333333 37.26 22.6 38.26 760.433333333333
"10" 0.968523465165557 23.5414285714286 36.4571428571429 23.5 38.4 755.833333333333
"11" 0.571439048840811 19.76 35.9633333333333 21 32.1933333333333 763.533333333333
"12" 0.159944757943326 20 40 21.1 39.9333333333333 763.35
"13" 0.481558812095665 18.6 36.4 19.3566666666667 35 766.566666666667
"14" 0.903978710350046 18.89 39.6933333333333 21.89 33.6633333333333 766.6
"15" 0.559984539982026 18.29 36 19 33.5 754.65
"16" 0.581669402437899 20.5 37.7 21.29 37.6933333333333 745.766666666667
"17" 0.53436595826254 18.2 40.0666666666667 19.5 36.4666666666667 759.733333333333
"18" 0.098957941839559 22.4266666666667 39.03 18.4633333333333 43.26 749.866666666667
"19" 0.711723272357056 20.1666666666667 42.3 20.39 36.79 756.383333333333
"20" 0.69994503626114 21.89 35.73 21.76 35.4 756.4
"21" 0.329222863045662 20.5 41.5 21.6666666666667 42.6266666666667 753.466666666667
"22" 0.769379835136836 20.2 47 21.5333333333333 43.09 748.9
"23" 0.876120410817727 20.2 36.29 20.29 35.4 754.2
"24" 0.794508757220279 18.79 44.3633333333333 20.29 38.5 751.833333333333
"25" 0.609734272724276 17.73 39.7 20.29 37.26 747.8
"26" 0.303616651559159 17.89 46.2 17.7 46.7 764.05
"27" 0.361362313991404 21.5666666666667 42.79 21.39 45.26 758.5
"28" 0.421712470208897 20.8566666666667 42.73 19.6666666666667 42.1333333333333 730.7
"29" 0.940435510893911 24.5 48.236 25.39 45.674 744.733333333333
"30" 0.949296160457161 21.0428571428571 36.8057142857143 23.9266666666667 33 760.7
"31" 0.176868068064411 19.3566666666667 39.1566666666667 20.39 38 756.6
"32" 0.615640994013787 18.79 38.3266666666667 21.6666666666667 34.76 753.133333333333
"33" 0.78482420165955 18.5666666666667 43.4 20.6 38.5 753.95
"34" 0.666790885707942 20.29 38.7233333333333 21.7 33.59 764.033333333333
"35" 0.539337831851994 18.9633333333333 38.6266666666667 20.9266666666667 36.09 755.5
"36" 0.580733859729375 18.5 40.76 21.2633333333333 38.2966666666667 746.65
"37" 0.764527429013554 20.6666666666667 45.6633333333333 21.1 44 748.5
"38" 0.731113634223117 21.3925 40.67 21.2 39.39 740.8
"39" 0.340333899413254 22.2 44 19.89 50.3175 753.233333333333
"40" 0.476485803294755 18.23 39.4 19.23 35.73 772.233333333333
"41" 0.325865358935246 19 45.045 16.39 47.59 752.4
"42" 0.239187458803509 16.5 42.6266666666667 15.39 41.7 765.233333333333
"43" 0.205852049935426 17.4633333333333 38.9933333333333 16.2 36.59 760.783333333333
"44" 0.944904089715132 23.3566666666667 40.6266666666667 25.29 39.7 752.466666666667
"45" 0.44747186592829 19.5 39.3966666666667 19.26 37.2966666666667 740.7
"46" 0.967265785987467 25.29 36 23.39 39.9 753.5
"47" 0.73807213623119 20.5 40.3266666666667 21.39 38.3633333333333 750.95
"48" 0.418456390783324 21.0333333333333 41.4333333333333 20.29 42.845 742.7
"49" 0.645862025717697 18.39 38.8266666666667 19.8566666666667 35.06 768.15
"50" 0.757686258104452 20.39 39.9333333333333 20 38.79 755.066666666667
"51" 0.168982131467696 18.29 41.5 19 38.1633333333333 758
"52" 0.90522878863507 25.1666666666667 27.3233333333333 23.1 32.59 766.65
"53" 0.240031053915018 16.39 42.9 15.39 42.09 766.166666666667
"54" 0.202677423998901 16.7 36.5 16.6 35.79 760.3
"55" 0.899291518618546 20 41.4333333333333 22.2 38.1633333333333 760.133333333333
"56" 0.48861476285211 18.8233333333333 37.09 18.5 35.7 755.466666666667
"57" 0.707891604260617 19.29 41.3633333333333 21.29 37.2 756.633333333333
"58" 0.778249400347364 20.1 48.2333333333333 21.2 39.8266666666667 751.3
"59" 0.820818148166468 21.79 37.79 22.5 38.5183333333333 747.1
